"PROD_ID","qty_semana","media_preco_semana","dia","qty","preco","date","qty_anterior","hora","mes","semana","dia_da_semana_num","C1","C2","C3","C4","C5","C6"
"P9",296,462.600135135135,255,42,433,2015-09-12,45,20,9,36,6,448,448,448,NA,509.52,449
"P4",2050,655.583424390244,130,264,499,2015-05-10,305,20,5,18,7,NA,NA,NA,499,NA,NA
"P6",81,1819.41185185185,162,11,1780.76,2015-06-11,9,8,6,23,4,1819.9,1799.9,1799.9,NA,NA,1904.7
"P4",46,577.56847826087,216,7,569,2015-08-04,6,8,8,31,2,NA,NA,NA,499.9,NA,629.9
"P6",35,1601.18857142857,249,1,1679,2015-09-06,2,20,9,35,7,1306.01,1698.94,1499,1409.9,NA,1799
"P4",711,553.056511954993,147,264,499,2015-05-27,183,20,5,21,3,NA,NA,NA,569,569,499
"P2",324,720.816388888889,202,56,708.99,2015-07-21,85,20,7,29,2,622.81,607.61,654.46,659.9,NA,689
"P8",163,463.949018404908,225,12,449,2015-08-13,34,20,8,32,4,434,434,434,459.9,NA,449.9
"P3",60,1268.48283333333,243,8,1213.425,2015-08-31,2,8,8,35,1,879.12,899.1,899.1,NA,NA,1139
"P3",60,1268.48283333333,249,3,1347.91,2015-09-06,2,20,9,35,7,1002.32,1025.1,1025.1,1322.56,NA,1139
"P2",1251,764.328137490008,130,116,705.275,2015-05-10,141,20,5,18,7,699,699,699,NA,NA,799
"P8",410,486.18956097561,168,81,479,2015-06-17,95,8,6,24,3,498.99,498.99,498.99,479,NA,495.79
"P4",1509,520.820728959576,142,328,474.05,2015-05-22,301,20,5,20,5,NA,NA,NA,569,NA,519
"P6",42,1909.95428571429,132,7,1798.95,2015-05-12,8,8,5,19,2,1829,1979.1,1619.1,2199,NA,2097.26
"P2",1490,659.123563758389,254,117,678.99,2015-09-11,181,8,9,36,5,679.9,679.9,679.9,799,NA,852.27
"P6",39,1740.74282051282,210,10,1807.395,2015-07-29,5,20,7,30,3,1748.9,1748.9,1748.9,1499,NA,1981.18
"P2",3390,695.453061946903,177,936,649,2015-06-26,1133,20,6,25,5,584.1,584.1,584.01,649.9,NA,699
"P1",122,1528.48852459016,282,11,1499,2015-10-09,21,8,10,40,5,1499,1499,1499,NA,1499,NA
"P7",3485,870.555202295552,106,386,849,2015-04-16,1116,8,4,15,4,NA,NA,NA,759.05,747.15,NA
"P7",4524,789.07034040672,163,803,749,2015-06-12,813,8,6,23,5,719.1,797.99,674.1,719.1,792.57,749
"P1",67,1468.69955223881,95,5,1499,2015-04-05,8,20,4,13,7,1499,1499,1499,NA,1424.05,NA
"P4",57,584.264210526316,227,4,544,2015-08-15,15,8,8,32,6,NA,NA,NA,449.1,NA,NA
"P3",NA,NA,282,NA,NA,NA,NA,8,10,40,5,1170.2,1170.2,NA,NA,NA,NA
"P6",180,1775.43205555556,55,2,3538.525,2015-02-24,1,20,2,8,2,1989,1989,1989,NA,NA,1998
"P8",463,489.982181425486,184,95,479,2015-07-03,114,20,7,26,5,455.05,477,477.89,479,NA,489.85
"P2",359,875.231086350975,45,50,879,2015-02-14,45,8,2,6,6,788,788,788,696.36,NA,879
"P4",1509,520.820728959576,143,271,474.05,2015-05-23,328,20,5,20,6,NA,NA,NA,569,NA,519
"P2",132,699.574848484849,285,49,652.48,2015-10-12,24,20,10,41,1,699,724.98,699,799,NA,748
"P7",1742,780.137858783008,224,221,739,2015-08-12,389,8,8,32,3,746,746,746,674.1,757.68,719
"P2",1236,709.165954692557,188,410,676.67,2015-07-07,53,8,7,27,2,NA,NA,649,649,NA,969
"P9",1525,409.749836065574,271,236,379,2015-09-28,43,20,9,39,1,396.91,397,396.91,NA,500.72,399.99
"P7",1978,898.12552578362,82,189,849,2015-03-23,165,20,3,12,1,849,849,849,721.65,NA,849
"P7",1742,780.137858783008,227,148,733,2015-08-15,181,20,8,32,6,NA,NA,NA,749,811,NA
"P8",2445,406.591967280164,248,35,439,2015-09-05,36,20,9,35,6,429.9,429.9,429.9,NA,NA,449
"P4",608,555.388338815789,248,167,443.33,2015-09-05,21,8,9,35,6,NA,NA,NA,494.91,NA,NA
"P5",1319,824.845966641395,266,400,776.67,2015-09-23,191,20,9,38,3,699,699,737.84,NA,NA,NA
"P5",13,1003.64461538462,125,5,999,2015-05-05,3,8,5,18,2,999,999,999,NA,NA,NA
"P7",2526,915.559097387173,90,422,849,2015-03-31,607,8,3,13,2,NA,NA,NA,721.65,747.12,NA
"P6",95,1529.76010526316,282,14,1499,2015-10-09,15,8,10,40,5,1499.99,1499.99,1499.99,1449,NA,1699
"P2",1236,709.165954692557,188,410,676.67,2015-07-07,53,20,7,27,2,699,649,648.9,699,NA,649
"P6",60,1818.56016666667,89,9,1788.88,2015-03-30,11,8,3,13,1,1797.9,1797.9,1797.9,NA,NA,1899
"P6",79,1803.70151898734,125,12,1772.95,2015-05-05,22,20,5,18,2,1889,1889,1889,NA,NA,1799
"P8",1365,449.043684981685,151,156,443.33,2015-05-31,148,20,5,21,7,431.1,431.1,431.1,599,NA,493.97
"P7",9629,846.505154221622,123,1929,749,2015-05-03,2403,8,5,17,7,798,798,798,749,879,749
"P1",211,1427.99142180095,133,19,1399,2015-05-13,23,8,5,19,3,1899,1899,NA,NA,NA,NA
"P8",1072,457.292192164179,208,78,438,2015-07-27,31,8,7,30,1,437,437,437,479,NA,449.9
"P3",116,1173.66068965517,182,9,1198,2015-07-01,15,20,7,26,3,1099,1099,NA,NA,NA,NA
"P4",412,794.489660194175,250,274,443.33,2015-09-07,276,8,9,36,1,NA,NA,NA,494.91,NA,655
"P9",88,485.890795454545,190,24,469,2015-07-09,7,20,7,27,4,454,454,454,NA,474.05,NA
"P8",3530,404.483011331445,258,778,379,2015-09-15,51,20,9,37,2,433,433,433.01,NA,NA,428
"P3",101,1451.90584158416,78,19,1364,2015-03-19,18,20,3,11,4,1499,1499,NA,NA,1543.9,NA
"P4",648,533.470015432099,170,156,499,2015-06-19,48,20,6,24,5,NA,NA,NA,569,NA,NA
"P4",101,546.113267326733,239,27,498,2015-08-27,17,8,8,34,4,NA,NA,NA,499.9,NA,498
"P5",2594,816.210358519661,230,392,749,2015-08-18,5,20,8,33,2,880.99,880.99,880.99,NA,NA,NA
"P2",913,842.889408543264,7,139,829,2015-01-07,133,20,1,1,3,829,828,828,829,NA,829
"P7",5138,746.458551965745,273,918,699,2015-09-30,697,8,9,39,3,NA,NA,NA,699.9,770.45,NA
"P6",41,1756.73048780488,175,10,1752.81,2015-06-24,11,8,6,25,3,1829.9,1789.9,1789.9,1699,NA,NA
"P3",57,1198.23684210526,233,6,1098,2015-08-21,8,8,8,33,5,968.19,1025.14,NA,NA,NA,NA
"P3",150,1131.26713333333,207,7,1149,2015-07-26,9,8,7,29,7,1044,1044,NA,NA,NA,NA
"P2",1654,794.852261185006,12,123,829,2015-01-12,83,20,1,2,1,828,828,829,729.52,NA,829
"P9",1525,409.749836065574,273,491,379,2015-09-30,458,8,9,39,3,394.99,394.99,394.99,NA,500.72,399.99
"P4",214,582.514252336449,160,12,527.99,2015-06-09,15,20,6,23,2,NA,NA,NA,569,NA,499
"P4",412,794.489660194175,253,17,498,2015-09-10,18,8,9,36,4,NA,NA,NA,499.9,NA,NA
"P7",5446,851.822390745501,7,2086,799,2015-01-07,1668,8,1,1,3,NA,NA,NA,703.12,NA,NA
"P2",3536,728.445082013575,116,607,699,2015-04-26,707,8,4,16,7,699,629.1,699,929,NA,799
"P6",272,1773.47602941176,63,135,1703.41,2015-03-04,11,8,3,9,3,1878.99,1879,1879,NA,NA,2379.87
"P6",35,1601.18857142857,244,8,1499.9,2015-09-01,12,8,9,35,2,1495.11,1698.99,1698.99,1699,NA,1769
"P7",7019,877.873839578288,40,618,849,2015-02-09,822,8,2,6,1,NA,NA,899,849,849,849
"P7",3701,883.150145906512,31,386,849,2015-01-31,558,20,1,4,6,NA,NA,898,781.08,NA,849
"P7",4874,738.317166598277,261,618,699,2015-09-18,685,8,9,37,5,629.1,629.1,629.1,699.9,713.68,NA
"P8",169,524.337869822485,162,16,512.9,2015-06-11,56,8,6,23,4,497.99,497.99,497.99,498,NA,498.76
"P6",79,1803.70151898734,125,12,1772.95,2015-05-05,22,8,5,18,2,1795,NA,NA,1699,NA,2097.26
"P3",51,1279.95784313725,257,2,1278.99,2015-09-14,5,8,9,37,1,1279,1232.15,1232.15,1319.12,NA,1139
"P2",206,801.405291262136,138,22,749,2015-05-18,15,8,5,20,1,789,719.1,733,677.97,NA,749
"P6",272,1773.47602941176,67,1,2399,2015-03-08,7,20,3,9,7,1867.99,1979.1,1859,2199,NA,2379.87
"P3",54,1395.57074074074,86,4,1378.94,2015-03-27,10,8,3,12,5,1498.98,1498.98,1498.98,1499,1499,1377.99
"P2",4797,726.168424015009,122,216,699,2015-05-02,845,8,5,17,6,748,748,748,929,NA,799
"P2",448,866.789821428571,38,70,799,2015-02-07,70,20,2,5,6,NA,NA,828,746.1,829,879
"P5",1447,798.652183828611,251,202,789,2015-09-08,157,8,9,36,2,NA,710.1,710.1,NA,NA,NA
"P1",161,1523.67298136646,218,22,1499,2015-08-06,31,20,8,31,4,1349.1,1349.1,1499,NA,1424.05,NA
"P4",46,577.56847826087,216,7,569,2015-08-04,6,8,8,31,2,NA,NA,NA,499.9,NA,NA
"P4",464,747.806853448276,186,7,499,2015-07-05,12,8,7,26,7,NA,NA,NA,540.55,NA,NA
"P7",4973,899.028799517394,59,635,849,2015-02-28,502,8,2,8,6,848.99,848.99,848.99,721.65,806.55,849
"P8",2445,406.591967280164,246,76,439,2015-09-03,907,20,9,35,4,429.9,429.9,429.9,NA,NA,449
"P7",1257,868.525202863962,16,413,849,2015-01-16,32,8,1,2,5,NA,NA,NA,849,NA,NA
"P9",128,451.205703125,213,10,435,2015-08-01,4,10,8,30,6,379.71,424.8,385.35,NA,439.12,439.9
"P5",1492,789.504430294906,284,57,779,2015-10-11,98,8,10,40,7,819,853.52,819,NA,NA,NA
"P2",2159,675.95123668365,184,45,719,2015-07-03,52,20,7,26,5,698.89,664.05,648.9,699,NA,679
"P3",62,1237.91870967742,173,14,1219.95,2015-06-22,7,20,6,25,1,1158,1158,NA,NA,NA,NA
"P8",1072,457.292192164179,209,58,437,2015-07-28,78,20,7,30,2,458.9,437,415.06,459.9,NA,449.9
"P8",324,466.828179012346,203,48,445.55,2015-07-22,54,20,7,29,3,438.46,440.99,438.46,NA,NA,469
"P8",1219,479.829023789992,134,374,455.05,2015-05-14,163,20,5,19,4,514.89,513.99,514.89,499,NA,497.99
"P6",95,1529.76010526316,281,15,1499,2015-10-08,14,20,10,40,4,1415.72,1517.89,1502.1,NA,NA,1998.99
"P7",2295,830.183925925926,3,639,799,2015-01-03,781,20,1,0,6,NA,NA,NA,703.12,759.05,NA
"P8",344,465.684273255814,254,44,439,2015-09-11,49,20,9,36,5,438.9,438.9,438.9,449.9,NA,449
"P6",53,1746.68339622642,234,3,1673.89,2015-08-22,3,20,8,33,6,1499.9,1699,1699,NA,NA,1769
"P7",4195,867.654345649583,25,441,849,2015-01-25,599,20,1,3,7,NA,NA,1099,849,849,849
"P7",3485,870.555202295552,108,280,849,2015-04-18,370,8,4,15,6,879,879,879,849,NA,791.1
"P8",324,466.828179012346,203,48,445.55,2015-07-22,54,8,7,29,3,438.46,438.46,438.46,NA,NA,469
"P6",61,1810.50114754098,113,8,1782.72,2015-04-23,8,8,4,16,4,1799,1799,1799,NA,NA,1799
"P2",446,790.031121076233,92,68,748,2015-04-02,57,20,4,13,4,NA,NA,797.99,879,799,849
"P4",2670,543.826333333333,267,954,429,2015-09-24,1170,8,9,38,4,NA,NA,NA,499,NA,NA
"P5",34,886.039117647059,172,4,859.82,2015-06-21,6,20,6,24,7,894.97,894.97,894.97,NA,NA,NA
"P2",492,759.938475609756,88,17,789,2015-03-29,46,20,3,12,7,699,743.78,699,699,NA,879
"P6",14,1728.98642857143,188,1,1754.99,2015-07-07,2,20,7,27,2,1349.01,1349.01,1499,1499,NA,1999
"P4",128,602.484375,231,29,499.9,2015-08-19,18,20,8,33,3,NA,NA,NA,479,NA,NA
"P6",132,1581.78886363636,276,12,1459,2015-10-03,18,8,10,39,6,1393.15,1749,1673.87,1393.15,NA,1699
"P3",35,1247.42142857143,256,5,1278.99,2015-09-13,1,8,9,36,7,1232.15,1232.15,1232.15,1319.12,NA,1139
"P7",4524,789.07034040672,164,744,749,2015-06-13,803,20,6,23,6,NA,NA,NA,749,NA,NA
"P4",215,535.807813953488,276,32,488,2015-10-03,18,8,10,39,6,NA,NA,NA,492.15,NA,497
"P2",324,720.816388888889,207,9,729,2015-07-26,16,20,7,29,7,664.05,664.05,644.96,689,NA,1089
"P6",734,1711.29878746594,38,11,1886.73,2015-02-07,55,8,2,5,6,1887,2199,1859,NA,NA,1999
"P6",95,1529.76010526316,284,11,1458.47,2015-10-11,6,8,10,40,7,1480,1480,1480,1399,NA,1699
"P3",NA,NA,226,NA,NA,NA,NA,8,8,32,5,1232.96,1232.96,1232.96,NA,NA,1499
"P4",57,584.264210526316,227,4,544,2015-08-15,15,20,8,32,6,NA,NA,NA,499,NA,498
"P7",6290,889.27519872814,62,2485,794.32,2015-03-03,1278,19,3,9,2,NA,NA,NA,721.65,NA,NA
"P2",1959,666.814885145482,263,436,629,2015-09-20,509,8,9,37,7,NA,NA,609,703.72,NA,679.9
"P6",39,1740.74282051282,214,1,1808.99,2015-08-02,3,20,8,30,7,1696,1696,1499,NA,NA,1999
"P3",150,1131.26713333333,204,11,1149,2015-07-23,21,20,7,29,4,1089,989.1,NA,NA,NA,NA
"P6",734,1711.29878746594,34,280,1665.56,2015-02-03,5,8,2,5,2,2199,1895.8,1895.8,NA,NA,1999
"P6",47,1878.21276595745,143,6,1829,2015-05-23,9,20,5,20,6,1869.9,1999,1999,NA,NA,1904.7
"P6",73,1810.61410958904,96,7,1786.98,2015-04-06,7,8,4,14,1,1799,1849.9,1849.9,1935.12,NA,NA
"P6",38,1725.92894736842,217,7,1677.99,2015-08-05,2,8,8,31,3,1698.59,1719.9,1719.9,NA,NA,1814.12
"P4",57,584.264210526316,228,9,544,2015-08-16,4,8,8,32,7,NA,NA,NA,449.1,NA,NA
"P1",60,1503.39066666667,174,5,1499,2015-06-23,11,8,6,25,2,1259.1,1259.1,1259.1,NA,1424.05,NA
"P8",2183,419.65813559322,276,194,399,2015-10-03,104,20,10,39,6,425,425,425,NA,NA,449.99
"P9",82,605.185365853658,160,13,499,2015-06-09,24,8,6,23,2,431.1,431.1,NA,NA,521.13,493.79
"P9",49,494.429387755102,182,10,487.9,2015-07-01,4,8,7,26,3,478.8,478.8,468.9,NA,521.13,490.67
"P7",6502,815.289131036604,134,1915,754.44,2015-05-14,770,8,5,19,4,NA,NA,NA,749,738.63,NA
"P2",4029,742.702156862745,75,99,777.9,2015-03-16,102,8,3,11,1,788.99,788.99,788.99,829,NA,835.05
"P8",169,524.337869822485,165,9,512,2015-06-14,12,20,6,23,7,489.88,489.88,489.88,498,NA,495.98
"P3",56,1388.93142857143,90,7,1389.9,2015-03-31,17,8,3,13,2,1389.99,1389.99,1389.99,1319.12,1304.13,1349
"P8",2451,424.883835169319,282,451,394.9,2015-10-09,689,20,10,40,5,395.85,395.85,395.85,NA,NA,399.99
"P6",36,1894.1025,32,3,1892.7,2015-02-01,5,8,2,4,7,1894.7,1894.7,1894.7,NA,NA,1999.9
"P3",150,1131.26713333333,203,21,1149,2015-07-22,44,8,7,29,3,1089,1089,1043,1149,NA,1098
"P7",6502,815.289131036604,136,741,776.67,2015-05-16,1281,8,5,19,6,NA,NA,NA,749,849,NA
"P4",349,539.157936962751,280,31,485,2015-10-07,55,20,10,40,3,NA,NA,NA,492.15,NA,NA
"P9",130,453.017538461538,194,18,449.9,2015-07-13,8,8,7,28,1,404.01,404.01,454.98,NA,569.05,NA
"P8",2451,424.883835169319,284,173,388.89,2015-10-11,239,20,10,40,7,395.82,395.82,395.82,NA,NA,399.99
"P7",1978,898.12552578362,88,298,849,2015-03-29,244,8,3,12,7,879,879,879,849,849,849
"P4",215,535.807813953488,275,18,489,2015-10-02,33,20,10,39,5,NA,NA,NA,492.15,NA,497
"P7",567,777.773968253968,241,40,779,2015-08-29,42,8,8,34,6,NA,NA,NA,789.9,801,NA
"P1",134,1482.77947761194,246,15,1499,2015-09-03,57,8,9,35,4,1499,1499,NA,NA,1499,NA
"P7",4874,738.317166598277,259,667,699,2015-09-16,831,8,9,37,3,629.1,629.1,664.05,699.9,713.68,NA
"P9",1260,424.76126984127,268,53,399,2015-09-25,388,20,9,38,5,399.9,399.9,399.9,NA,500.72,439.99
"P6",60,1818.56016666667,93,7,1788.87,2015-04-03,9,20,4,13,5,1847.99,1849.9,1849.9,2199,NA,NA
"P1",96,1482.90395833333,162,21,1499,2015-06-11,12,8,6,23,4,1499,1499,1499,NA,NA,NA
"P2",2159,675.95123668365,180,868,649,2015-06-29,28,8,6,26,1,629.1,629.1,584.01,698,NA,739
"P6",84,1796.5080952381,158,7,1804.05,2015-06-07,12,8,6,22,7,1796.86,1796.86,1796.86,NA,NA,1999
"P3",14,1286.85714285714,228,1,1309,2015-08-16,2,8,8,32,7,1232.93,1149,NA,NA,NA,NA
"P3",55,1322.27745454545,121,5,1358.8,2015-05-01,20,20,5,17,5,1268,1268,1268,1299,NA,1304
"P2",1959,666.814885145482,258,129,671,2015-09-15,148,8,9,37,2,NA,NA,587.74,799.9,NA,679.9
"P7",1742,780.137858783008,224,221,739,2015-08-12,389,8,8,32,3,NA,NA,NA,674.1,757.68,NA
"P3",116,1173.66068965517,180,5,1239,2015-06-29,4,20,6,26,1,1232.99,1099,1198,1299,NA,1099
"P4",34,561.957352941176,213,3,567.86,2015-08-01,1,10,8,30,6,NA,NA,NA,479,NA,NA
"P8",189,501.858095238095,141,17,476.67,2015-05-21,31,8,5,20,4,421.52,421.52,421.52,499,NA,495
"P9",49,494.429387755102,186,8,487,2015-07-05,5,8,7,26,7,464.38,464.38,455,NA,434.13,489.84
"P9",130,453.017538461538,199,11,444,2015-07-18,13,14,7,28,6,431.53,431.53,431.53,NA,527.12,469
"P6",47,1878.21276595745,142,9,1829.9,2015-05-22,6,8,5,20,5,1889.9,1848.99,1848.99,NA,NA,1904.7
"P9",197,489.450456852792,171,5,479,2015-06-20,8,20,6,24,6,431.01,431.01,422.01,NA,521.13,490.8
"P9",1525,409.749836065574,275,39,415,2015-10-02,63,20,10,39,5,429.9,429.9,429.9,NA,500.72,449.99
"P3",83,1353.35686746988,97,10,1378.86,2015-04-07,9,8,4,14,2,1398,1398,1398,1349.1,1173.63,1499
"P5",1447,798.652183828611,254,323,779,2015-09-11,272,8,9,36,5,880.68,701.1,740.05,NA,NA,NA
"P9",218,535.922568807339,157,13,499,2015-06-06,22,20,6,22,6,431.1,431.1,455.05,NA,599,493.93
"P9",88,485.890795454545,187,8,486.98,2015-07-06,8,20,7,27,1,463.52,464.4,455,NA,434.13,489.84
"P8",1369,423.023265157049,266,438,399,2015-09-23,218,8,9,38,3,432.99,432.99,431.97,NA,NA,439.99
"P9",1947,400.801859270673,245,789,379,2015-09-02,709,20,9,35,3,449,431.99,433,NA,483.12,449
"P2",646,826.415479876161,26,74,879,2015-01-26,48,20,1,4,1,829,879,829,829,NA,879
"P6",99,1515.50454545455,255,18,1475.9,2015-09-12,21,20,9,36,6,1499,1669.49,1498.4,1499,NA,1699
"P8",324,466.828179012346,204,45,445.55,2015-07-23,48,8,7,29,4,440.99,440.99,429.19,NA,NA,469
"P9",479,449.320876826722,228,46,434,2015-08-16,42,8,8,32,7,441,441,441,NA,527.12,439
"P7",6324,797.666589184061,195,627,749,2015-07-14,376,20,7,28,2,NA,NA,NA,738,NA,NA
"P4",101,546.113267326733,241,5,569,2015-08-29,10,8,8,34,6,NA,NA,NA,494.1,NA,NA
"P6",41,1756.73048780488,176,7,1776.72,2015-06-25,10,20,6,25,4,1899,1789.9,1789.9,1529.1,NA,NA
"P7",NA,NA,73,NA,NA,NA,NA,11,3,10,6,NA,NA,NA,721.65,721.65,NA
"P4",16,605.18125,195,1,569.9,2015-07-14,2,8,7,28,2,NA,NA,NA,NA,NA,629.9
"P7",567,777.773968253968,241,40,779,2015-08-29,42,8,8,34,6,699,699,699,789.9,801,NA
"P2",1435,685.825149825784,211,541,664.05,2015-07-30,241,20,7,30,4,NA,NA,630.85,604.41,NA,899
"P1",133,1494.42533834586,212,15,1499,2015-07-31,32,20,7,30,5,1349.1,1349.1,1499,NA,1424.05,NA
"P4",349,539.157936962751,281,43,484.94,2015-10-08,31,20,10,40,4,NA,NA,NA,469.9,NA,497
"P9",3205,421.036458658346,232,684,379,2015-08-20,858,20,8,33,4,432,432,432,NA,599,439
"P7",1978,898.12552578362,88,298,849,2015-03-29,244,20,3,12,7,849,879,879,721.65,747.12,849
"P4",215,535.807813953488,274,33,489,2015-10-01,42,8,10,39,4,NA,NA,NA,479.9,NA,NA
"P2",1490,659.123563758389,256,98,664.99,2015-09-13,88,20,9,36,7,NA,NA,610.98,799,NA,679.9
"P3",57,1198.23684210526,231,17,1098,2015-08-19,11,8,8,33,3,1139.05,1099,1139.05,1499,NA,NA
"P2",446,790.031121076233,90,66,749,2015-03-31,37,8,3,13,2,749,749,749,879,NA,791.1
"P6",39,1740.74282051282,210,10,1807.395,2015-07-29,5,20,7,30,3,1319.12,1349.1,1499,NA,NA,NA
"P7",2537,779.120224674813,221,217,749,2015-08-09,392,8,8,31,7,NA,NA,NA,666.61,757.68,NA
"P1",95,1528.46315789474,257,14,1499,2015-09-14,4,20,9,37,1,1499,1499,NA,NA,1424.05,1829.9
"P8",443,495.175643340858,175,57,479,2015-06-24,68,8,6,25,3,421.52,421.52,434.35,479,NA,493.58
"P6",14,1728.98642857143,187,2,1756.7,2015-07-06,2,8,7,27,1,1698.9,1698.9,1668.1,1699,NA,1999
"P1",67,1468.69955223881,94,8,1499,2015-04-04,6,20,4,13,6,1499,1499,1499,NA,1424.05,NA
"P6",81,1819.41185185185,159,20,1804.05,2015-06-08,7,20,6,23,1,1780.99,1780.99,1780.99,NA,NA,1999
"P7",4874,738.317166598277,259,667,699,2015-09-16,831,20,9,37,3,745,745,NA,699.9,713.68,NA
"P6",272,1773.47602941176,64,66,1703.41,2015-03-05,135,8,3,9,4,2199,1439.1,1439.1,NA,NA,2379.87
"P6",53,1746.68339622642,230,15,1673.94,2015-08-18,11,8,8,33,2,1699.89,NA,NA,1999,NA,NA
"P8",163,463.949018404908,224,34,449,2015-08-12,27,8,8,32,3,448,448,448,459.9,NA,449.9
"P6",82,1931.07756097561,6,15,1914.8,2015-01-06,12,8,1,1,2,2030,2039,2039,NA,NA,2799.9
"P7",6502,815.289131036604,135,1281,776.67,2015-05-15,1915,8,5,19,5,NA,NA,NA,749,738.63,NA
"P8",443,495.175643340858,179,65,479,2015-06-28,82,8,6,25,7,477.89,431.1,477.89,479,NA,493.58
"P4",214,582.514252336449,162,60,509,2015-06-11,65,20,6,23,4,NA,NA,NA,569,NA,NA
"P1",95,1528.46315789474,258,24,1499,2015-09-15,14,20,9,37,2,1499,NA,NA,NA,1499,NA
"P3",100,1278.813,143,24,1299,2015-05-23,7,8,5,20,6,1218.99,1218.99,1218.99,NA,NA,1288
"P2",307,722.348729641694,162,46,713.9,2015-06-11,52,8,6,23,4,629.1,629.1,629.01,669,NA,699
"P4",225,570.547511111111,153,54,540.55,2015-06-02,43,20,6,22,2,NA,NA,NA,569,NA,NA
"P7",5369,861.248653380518,34,820,849,2015-02-03,719,8,2,5,2,NA,NA,NA,781.08,NA,NA
"P6",734,1711.29878746594,36,18,1887,2015-02-05,362,20,2,5,4,1888,1759.2,1888,NA,NA,1999
"P1",125,1423.24424,144,18,1424.05,2015-05-24,17,8,5,20,7,1899,1899,NA,NA,NA,NA
"P9",522,450.505191570881,219,44,431.67,2015-08-07,23,20,8,31,5,448,448,447.99,NA,439.12,429.9
"P8",344,465.684273255814,250,44,439,2015-09-07,31,20,9,36,1,429.9,429.9,433.14,449.91,NA,NA
"P6",53,1746.68339622642,231,13,1673.93,2015-08-19,15,20,8,33,3,1673.91,1673.93,1673.93,NA,NA,1769
"P2",1251,764.328137490008,126,188,749,2015-05-06,178,8,5,18,3,NA,NA,787,NA,849,749
"P7",10948,739.430017354768,243,855,699,2015-08-31,34,20,8,35,1,NA,NA,NA,779,801,NA
"P7",4973,899.028799517394,60,872,849,2015-03-01,635,10,3,8,7,NA,NA,NA,721.65,NA,NA
"P3",150,1131.26713333333,205,6,1149,2015-07-24,11,8,7,29,5,967.12,989.1,NA,NA,NA,NA
"P2",4029,742.702156862745,78,651,699,2015-03-19,1492,8,3,11,4,699,699,699,879,NA,699
"P9",296,462.600135135135,256,34,433,2015-09-13,42,8,9,36,7,448,448,448,NA,579,449
"P9",2318,401.941842105263,260,142,379,2015-09-17,454,20,9,37,4,448,448,448,NA,500.72,428
"P9",128,451.205703125,214,20,435,2015-08-02,10,20,8,30,7,429.9,429.9,429.9,NA,599,439.9
"P6",73,1810.61410958904,97,18,1786,2015-04-07,7,8,4,14,2,1786.9,1786.9,1786.9,2199,NA,1799
"P7",5495,758.149040946315,266,2305,699,2015-09-23,890,8,9,38,3,NA,NA,NA,699.9,811,NA
"P6",69,1688.33130434783,201,5,1697.59,2015-07-20,4,8,7,29,1,1488.9,1789.9,1789.9,1489,NA,NA
"P2",307,722.348729641694,165,37,713.99,2015-06-14,40,8,6,23,7,698.89,698.89,698.89,649,NA,699
"P2",2067,758.173439767779,107,217,729,2015-04-17,317,8,4,15,5,NA,NA,737.99,NA,721.65,748
"P2",4029,742.702156862745,75,99,777.9,2015-03-16,102,20,3,11,1,NA,NA,629.1,879,747.15,829
"P4",46,577.56847826087,218,6,583.9,2015-08-06,5,8,8,31,4,NA,NA,NA,569,NA,629.9
"P4",34,561.957352941176,212,1,540.55,2015-07-31,1,8,7,30,5,NA,NA,NA,479,NA,629.9
"P7",4973,899.028799517394,55,885,849,2015-02-24,899,8,2,8,2,849,849,849,849,NA,849
"P3",56,1388.93142857143,89,17,1368.9,2015-03-30,6,8,3,13,1,1499,1499,NA,NA,1343.19,NA
"P3",77,1368.17311688312,125,17,1299,2015-05-05,12,8,5,18,2,1267,1267,NA,NA,1455,NA
"P8",443,495.175643340858,173,27,479,2015-06-22,19,8,6,25,1,431.1,431.1,431.1,479,NA,493.59
"P2",359,875.231086350975,41,51,828,2015-02-10,42,8,2,6,2,NA,NA,827.99,812.42,829,879
"P2",523,726.560497131931,171,95,678.96,2015-06-20,90,8,6,24,6,629.1,629.1,611.01,698,NA,709
"P7",6502,815.289131036604,134,1915,754.44,2015-05-14,770,20,5,19,4,NA,NA,NA,749,738.63,NA
"P9",1947,400.801859270673,243,285,379,2015-08-31,57,8,8,35,1,399.9,399.9,399.9,NA,527.12,439
"P6",84,1796.5080952381,158,7,1804.05,2015-06-07,12,8,6,22,7,1819.9,NA,NA,1599,NA,1904.7
"P6",82,1931.07756097561,6,15,1914.8,2015-01-06,12,8,1,1,2,2030,2030,2030,1799,NA,2229
"P6",83,1933.27734939759,18,4,1898.98,2015-01-18,9,8,1,2,7,1940,1996.2,1979,NA,NA,2369.9
"P2",359,875.231086350975,46,29,879,2015-02-15,50,22,2,6,7,NA,NA,778,812.42,829,879
"P4",215,535.807813953488,276,32,488,2015-10-03,18,8,10,39,6,NA,NA,NA,492.15,NA,497
"P2",2067,758.173439767779,108,185,729,2015-04-18,217,20,4,15,6,NA,NA,699,NA,849,791.1
"P4",46,577.56847826087,219,7,579.89,2015-08-07,6,20,8,31,5,NA,NA,NA,569,NA,NA
"P5",34,886.039117647059,170,13,859.9,2015-06-19,5,8,6,24,5,894.97,894.97,809.01,NA,NA,NA
